Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%)
2024-02-21 19:32:58,0.0,10.5,1.5
2024-02-21 19:33:19,0.1,10.5,1.5
2024-02-21 19:33:40,0.0,10.5,1.5
2024-02-21 19:34:01,0.1,10.5,1.5
2024-02-21 19:34:22,0.1,10.5,1.5
2024-02-21 19:34:43,0.0,10.5,1.5
2024-02-21 19:35:04,0.1,10.5,1.5
2024-02-21 19:35:26,0.0,10.5,1.5
